title, date, username, lat, lng, description
National Museum of Contemporary History (Muzej Novejse Zgodovine Slovenije), Reviewed February 26 2014, JWG_080353, 46.059364, 14.495503, History Museums
Ljubljana Old Town, Reviewed August 6 2016, allaboutcricket, 46.051033, 14.506317, Neighborhoods
House of Experiments - Hisa eksperimentov, Reviewed September 28 2017, Saso D, 46.052608, 14.510880, Children's Museums
Ljubljana Old Town, Reviewed May 13 2016, Julekwpodrozy, 46.051033, 14.506317, Neighborhoods
Ljubljana Old Town, Reviewed December 7 2016, Jennifer M, 46.051033, 14.506317, Neighborhoods
Vodnik Square (Vodnikov trg), Reviewed June 16 2016, maxmenny, 46.051079, 14.509243, Monuments & Statues
Ljubljana Castle, Reviewed January 13 2015, lapinjano, 46.048809, 14.508312, Castles
Metelkova, Reviewed December 17 2016, Logistical, 46.056568, 14.516992, Neighborhoods
Ljubljana Castle, Reviewed August 25 2014, Yorkshirepilgrim, 46.048809, 14.508312, Castles
Ljubljana Castle, Reviewed September 1 2016, Piotr M, 46.048809, 14.508312, Castles
Tivoli Park, Reviewed August 5 2015, BarbaraeMichele, 46.087688, 14.473920, Parks
Ljubljana Old Town, Reviewed August 24 2014, David M, 46.051033, 14.506317, Neighborhoods
Ljubljana Castle, Reviewed April 22 2016, fikota, 46.048809, 14.508312, Castles
Ljubljana Castle, Reviewed 4 weeks ago, Emma C, 46.048809, 14.508312, Castles
River Ljubljanica Kanal, Reviewed October 27 2014, David_R_Silva, 46.050674, 14.505830, Bodies of Water
Ljubljana Old Town, Reviewed August 1 2016, Maria K, 46.051033, 14.506317, Neighborhoods
Museum of Illusions - Ljubljana, Reviewed May 11 2017, GeaV89, 46.049751, 14.503541, Children's Museums
Ljubljana Old Town, Reviewed November 7 2016, Angel L, 46.051033, 14.506317, Neighborhoods
Snopc o' tecca, Reviewed July 23 2013, Anne L, 46.052231, 14.506470, Other Food & Drink
Franciscan Church (Franciskanska cerkev), Reviewed October 21 2015, IndiaAnna, 46.051380, 14.506208, Sacred & Religious Sites
Skyscraper (Neboticnik), Reviewed August 12 2015, Sussi1984, 46.053196, 14.503623, Architectural Buildings
Ljubljana Old Town, Reviewed August 16 2015, Luc C, 46.051033, 14.506317, Neighborhoods
Franciscan Church (Franciskanska cerkev), Reviewed November 18 2015, Luuk G, 46.051380, 14.506208, Sacred & Religious Sites
Butcher's Bridge, Reviewed November 5 2016, 71isabel, 46.051743, 14.508775, Bridges
ZOO Ljubljana, Reviewed October 16 2013, Niqueh12, 46.054249, 14.471506, Zoos
Ljubljana Old Town, Reviewed June 11 2015, Anu K, 46.051033, 14.506317, Neighborhoods
Triple Bridge (Tromostovje), Reviewed October 14 2015, Dorsetbruce, 46.051815, 14.506286, Bridges
Shoemaker's Bridge (Cevljarski Most), Reviewed July 5 2013, nomad4838, 46.048454, 14.505839, Bridges
Dragon Bridge (Zmajski Most), Reviewed 1 week ago, Milan V, 46.052151, 14.510453, Bridges
Ljubljana Old Town, Reviewed January 22 2015, sticknicklin, 46.051033, 14.506317, Neighborhoods
Tivoli Park, Reviewed January 1 2016, Mauro G, 46.087688, 14.473920, Parks
Butcher's Bridge, Reviewed September 2 2016, Kaeli H, 46.051743, 14.508775, Bridges
Town Hall (Magistrat), Reviewed June 8 2013, Panathinaikos-13, 46.050060, 14.506863, Government Buildings
Ljubljana Castle, Reviewed March 17 2013, ybselgo, 46.048809, 14.508312, Castles
Triple Bridge (Tromostovje), Reviewed July 8 2015, ivan_be_good, 46.051815, 14.506286, Bridges
Ljubljana Old Town, Reviewed July 30 2013, peggyggg, 46.051033, 14.506317, Neighborhoods
Skyscraper (Neboticnik), Reviewed August 27 2017, florisq, 46.053196, 14.503623, Architectural Buildings
Triple Bridge (Tromostovje), Reviewed May 29 2017, Javier C, 46.051815, 14.506286, Bridges
Ljubljana Castle, Reviewed 3 days ago, travellerMom61, 46.048809, 14.508312, Castles
Ljubljana Castle, Reviewed June 29 2016, Elisa F, 46.048809, 14.508312, Castles
Butcher's Bridge, Reviewed August 13 2016, Sunny S, 46.051743, 14.508775, Bridges
Ljubljana Old Town, Reviewed June 8 2016, Ali N, 46.051033, 14.506317, Neighborhoods
Ljubljana Old Town, Reviewed July 31 2016, Michele V, 46.051033, 14.506317, Neighborhoods
Old Square (Stari trg), Reviewed May 26 2017, shely0-0, 46.047188, 14.507991, Points of Interest & Landmarks
Ljubljana Old Town, Reviewed July 26 2017, Jordi V, 46.051033, 14.506317, Neighborhoods
Tivoli Park, Reviewed August 22 2014, Reika P, 46.087688, 14.473920, Parks
Ljubljana Old Town, Reviewed July 26 2016, JanneJ_83, 46.051033, 14.506317, Neighborhoods
Preseren Square, Reviewed January 8 2016, EmiliyaP, 46.051296, 14.506147, Points of Interest & Landmarks
Preseren Square, Reviewed December 27 2014, Jesica F, 46.051296, 14.506147, Points of Interest & Landmarks
Butcher's Bridge, Reviewed March 15 2015, Shauna M, 46.051743, 14.508775, Bridges
Ljubljana Old Town, Reviewed October 1 2013, Adventurer62, 46.051033, 14.506317, Neighborhoods
Ljubljana Old Town, Reviewed August 13 2016, Evatmchan, 46.051033, 14.506317, Neighborhoods
Ljubljana Old Town, Reviewed August 21 2017, frabia1963, 46.051033, 14.506317, Neighborhoods
Skyscraper (Neboticnik), Reviewed February 22 2016, Edvin L, 46.053196, 14.503623, Architectural Buildings
Ljubljana Castle Funicular, Reviewed July 16 2015, LesliLou4, 46.049046, 14.508827, Castles
Slovene Ethnographic Museum, Reviewed February 25 2017, ggmck186338, 46.054939, 14.515657, Specialty Museums
Triple Bridge (Tromostovje), Reviewed July 8 2012, tennisTucsonAz, 46.051815, 14.506286, Bridges
Preseren Square, Reviewed May 8 2016, Kay S, 46.051296, 14.506147, Points of Interest & Landmarks
Triple Bridge (Tromostovje), Reviewed February 22 2016, Kampudden, 46.051815, 14.506286, Bridges
Ljubljana Old Town, Reviewed October 25 2015, Karlijn W, 46.051033, 14.506317, Neighborhoods
River Ljubljanica Kanal, Reviewed March 21 2017, Jangta, 46.050674, 14.505830, Bodies of Water
Triple Bridge (Tromostovje), Reviewed October 4 2015, RPG625, 46.051815, 14.506286, Bridges
Hauptmannova Hisa, Reviewed October 29 2015, masternatas, 46.051514, 14.505887, Architectural Buildings
Preseren Square, Reviewed September 28 2015, zoka60, 46.051296, 14.506147, Points of Interest & Landmarks
Ljubljana Castle, Reviewed August 17 2015, lunettaBari, 46.048809, 14.508312, Castles
Ljubljana Castle, Reviewed May 28 2016, EmmeZeta79, 46.048809, 14.508312, Castles
Metelkova, Reviewed July 22 2015, Julio S, 46.056568, 14.516992, Neighborhoods
Tivoli Park, Reviewed July 10 2016, Pinogordo, 46.087688, 14.473920, Parks
Ljubljana Old Town, Reviewed January 5 2014, RoystonRolls, 46.051033, 14.506317, Neighborhoods
River Ljubljanica Kanal, Reviewed August 10 2015, robi58, 46.050674, 14.505830, Bodies of Water
Ljubljana Old Town, Reviewed July 26 2017, Stefan V, 46.051033, 14.506317, Neighborhoods
Dragon Bridge (Zmajski Most), Reviewed November 22 2014, Paolo M, 46.052151, 14.510453, Bridges
Triple Bridge (Tromostovje), Reviewed July 4 2016, BloomfieldTripper, 46.051815, 14.506286, Bridges
Ljubljana Old Town, Reviewed January 22 2017, marijanka05, 46.051033, 14.506317, Neighborhoods
Preseren Square, Reviewed May 26 2015, AriNunes, 46.051296, 14.506147, Points of Interest & Landmarks
Congress Square (Kongresni trg), Reviewed September 2 2016, Kaeli H, 46.050247, 14.503598, Parks
Gornji Trg, Reviewed November 3 2016, anareist, 46.046570, 14.507704, Points of Interest & Landmarks
River Ljubljanica Kanal, Reviewed July 3 2016, Samantha S, 46.050674, 14.505830, Bodies of Water
Ljubljana Old Town, Reviewed March 13 2017, Jonathan M, 46.051033, 14.506317, Neighborhoods
Dragon Bridge (Zmajski Most), Reviewed August 31 2015, Timmto_1981, 46.052151, 14.510453, Bridges
Ljubljana Castle, Reviewed August 29 2015, youthworkeronamiss, 46.048809, 14.508312, Castles
Ljubljana Old Town, Reviewed September 1 2013, marcone1960, 46.051033, 14.506317, Neighborhoods
Ljubljana Castle, Reviewed February 28 2016, Sarah P, 46.048809, 14.508312, Castles
House of Experiments - Hisa eksperimentov, Reviewed June 4 2016, Francesco G, 46.052608, 14.510880, Children's Museums
Ljubljana Old Town, Reviewed July 13 2014, cachoc, 46.051033, 14.506317, Neighborhoods
Butcher's Bridge, Reviewed October 29 2015, TamaraD87, 46.051743, 14.508775, Bridges
Triple Bridge (Tromostovje), Reviewed May 12 2017, Frida-SaoPaulo, 46.051815, 14.506286, Bridges
Ljubljana Old Town, Reviewed August 11 2016, matewwwa, 46.051033, 14.506317, Neighborhoods
Triple Bridge (Tromostovje), Reviewed September 14 2015, Malillysr, 46.051815, 14.506286, Bridges
Butcher's Bridge, Reviewed March 19 2014, joan t, 46.051743, 14.508775, Bridges
Dragon Bridge (Zmajski Most), Reviewed June 30 2015, JOHNKENT, 46.052151, 14.510453, Bridges
Ljubljana Old Town, Reviewed December 11 2016, Tini23, 46.051033, 14.506317, Neighborhoods
Dragon Bridge (Zmajski Most), Reviewed August 22 2012, Franck B, 46.052151, 14.510453, Bridges
Triple Bridge (Tromostovje), Reviewed September 28 2015, Ir?ne L, 46.051815, 14.506286, Bridges
City Museum of Ljubljana, Reviewed May 1 2016, izi f, 46.046940, 14.504100, Specialty Museums
Ljubljana Castle, Reviewed December 3 2015, Lorenzo B, 46.048809, 14.508312, Castles
Ljubljana Old Town, Reviewed August 18 2016, Arjen P, 46.051033, 14.506317, Neighborhoods
Triple Bridge (Tromostovje), Reviewed January 8 2014, Tatiana B, 46.051815, 14.506286, Bridges
Ljubljana Old Town, Reviewed September 15 2016, Janelouise2014, 46.051033, 14.506317, Neighborhoods
River Ljubljanica Kanal, Reviewed July 22 2015, Julio S, 46.050674, 14.505830, Bodies of Water
Triple Bridge (Tromostovje), Reviewed September 29 2017, Giraffa_Vagabonda, 46.051815, 14.506286, Bridges
River Ljubljanica Kanal, Reviewed 4 days ago, Laurie S, 46.050674, 14.505830, Bodies of Water
Ljubljana Castle Funicular, Reviewed August 23 2017, Alvardo F, 46.049046, 14.508827, Castles
Mestni Trg, Reviewed January 14 2016, izi f, 46.049423, 14.506438, Points of Interest & Landmarks
Ljubljana Castle, Reviewed October 18 2016, 2pence, 46.048809, 14.508312, Castles
Dragon Bridge (Zmajski Most), Reviewed August 10 2017, Namrunnn, 46.052151, 14.510453, Bridges
River Ljubljanica Kanal, Reviewed June 4 2015, Oldjack, 46.050674, 14.505830, Bodies of Water
Butcher's Bridge, Reviewed September 1 2015, Jonathan S, 46.051743, 14.508775, Bridges
Triple Bridge (Tromostovje), Reviewed July 21 2016, Marija P, 46.051815, 14.506286, Bridges
Ljubljana Castle Funicular, Reviewed 4 weeks ago, Maria Dorildes P, 46.049046, 14.508827, Castles
Ljubljana Old Town, Reviewed August 7 2013, Leontien v, 46.051033, 14.506317, Neighborhoods
Ljubljana Old Town, Reviewed August 1 2016, Braulio G, 46.051033, 14.506317, Neighborhoods
Triple Bridge (Tromostovje), Reviewed December 4 2015, Ivan V, 46.051815, 14.506286, Bridges
Shoemaker's Bridge (Cevljarski Most), Reviewed August 22 2015, riripan, 46.048454, 14.505839, Bridges
Ljubljana Castle, Reviewed September 21 2017, jandhml, 46.048809, 14.508312, Castles
Ljubljana Old Town, Reviewed October 23 2014, Shana P, 46.051033, 14.506317, Neighborhoods
Skyscraper (Neboticnik), Reviewed November 9 2016, susanajoia, 46.053196, 14.503623, Architectural Buildings
Ljubljana Old Town, Reviewed September 3 2014, Heidi B, 46.051033, 14.506317, Neighborhoods
Ljubljana Castle, Reviewed May 10 2016, nick_ng, 46.048809, 14.508312, Castles
Ljubljana Old Town, Reviewed May 17 2017, NeilC2607, 46.051033, 14.506317, Neighborhoods
Zale Cemetery, Reviewed July 6 2017, gimboeek, 46.067551, 14.528420, Cemeteries
River Ljubljanica Kanal, Reviewed September 26 2015, Josh R, 46.050674, 14.505830, Bodies of Water
Ljubljana Castle, Reviewed September 1 2017, Mark H, 46.048809, 14.508312, Castles
Cankarjev dom (Cultural and Congress Centre), Reviewed August 17 2017, Aleksandar S, 46.050385, 14.499185, Conference & Convention Centers
Ljubljana Castle, Reviewed September 1 2014, maya217, 46.048809, 14.508312, Castles
Congress Square (Kongresni trg), Reviewed December 28 2016, fabiohenrique2016, 46.050247, 14.503598, Parks
Preseren Square, Reviewed August 22 2015, Enzo-Karina, 46.051296, 14.506147, Points of Interest & Landmarks
Ljubljana Castle, Reviewed November 5 2016, Biffro, 46.048809, 14.508312, Castles
Cathedral of St. Nicholas (Stolnica Sv. Nikolaja), Reviewed 2 weeks ago, Alex C, 46.050743, 14.508185, Sacred & Religious Sites
National Gallery (Narodna Galerija), Reviewed June 28 2016, Holstenkid, 46.054077, 14.500196, Art Museums
Ljubljana Old Town, Reviewed September 13 2016, 363mojcat, 46.051033, 14.506317, Neighborhoods
Ljubljana Old Town, Reviewed October 26 2015, TravelerNorfolk, 46.051033, 14.506317, Neighborhoods
Ljubljana Castle, Reviewed August 11 2016, louise_sta, 46.048809, 14.508312, Castles
Preseren Square, Reviewed July 4 2016, Juan Manuel M, 46.051296, 14.506147, Points of Interest & Landmarks
Triple Bridge (Tromostovje), Reviewed October 5 2016, Patrick O, 46.051815, 14.506286, Bridges
Ljubljana Old Town, Reviewed May 13 2016, GaryWhite2013, 46.051033, 14.506317, Neighborhoods
Ljubljana Old Town, Reviewed April 28 2017, CYRILLE L, 46.051033, 14.506317, Neighborhoods
Ljubljana Castle, Reviewed September 13 2015, Linnbada, 46.048809, 14.508312, Castles
Cyril Methodius Square (Ciril-Metodov trg), Reviewed September 29 2015, veronika_11963, 46.050510, 14.508010, Points of Interest & Landmarks
Tivoli Park, Reviewed October 12 2016, luvrson, 46.087688, 14.473920, Parks
Ljubljana Old Town, Reviewed May 15 2016, Mariela M, 46.051033, 14.506317, Neighborhoods
Metelkova, Reviewed March 30 2016, Marjan D, 46.056568, 14.516992, Neighborhoods
Ljubljana Old Town, Reviewed September 7 2016, rohitbhide, 46.051033, 14.506317, Neighborhoods
Triple Bridge (Tromostovje), Reviewed August 2 2015, vandasin, 46.051815, 14.506286, Bridges
Ljubljana Castle, Reviewed December 23 2014, SweDKSH, 46.048809, 14.508312, Castles
Ljubljana Old Town, Reviewed March 8 2016, Karen T, 46.051033, 14.506317, Neighborhoods
Skyscraper (Neboticnik), Reviewed July 14 2017, Jeroen V, 46.053196, 14.503623, Architectural Buildings
Ljubljana Old Town, Reviewed September 5 2017, Tiago C, 46.051033, 14.506317, Neighborhoods
Ljubljana Old Town, Reviewed December 9 2012, PANOSGE, 46.051033, 14.506317, Neighborhoods
Ljubljana Old Town, Reviewed October 20 2012, dgturko, 46.051033, 14.506317, Neighborhoods
Triple Bridge (Tromostovje), Reviewed February 9 2016, Stefano F, 46.051815, 14.506286, Bridges
Ljubljana Castle, Reviewed June 19 2016, Esmiralda2014, 46.048809, 14.508312, Castles
Triple Bridge (Tromostovje), Reviewed May 29 2016, Federica N, 46.051815, 14.506286, Bridges
Ljubljana Old Town, Reviewed April 22 2014, Fernando J, 46.051033, 14.506317, Neighborhoods
Triple Bridge (Tromostovje), Reviewed August 25 2017, Amina A, 46.051815, 14.506286, Bridges
Preseren Square, Reviewed May 18 2016, Carol H, 46.051296, 14.506147, Points of Interest & Landmarks
Butcher's Bridge, Reviewed September 16 2017, manibo, 46.051743, 14.508775, Bridges
Dragon Bridge (Zmajski Most), Reviewed September 3 2017, Andrea P, 46.052151, 14.510453, Bridges
Ljubljana Castle, Reviewed September 18 2016, Melanie P, 46.048809, 14.508312, Castles
Ljubljana Castle, Reviewed December 11 2016, sabrina m, 46.048809, 14.508312, Castles
ZOO Ljubljana, Reviewed October 4 2017, Marko M, 46.054249, 14.471506, Zoos
Ljubljana Castle, Reviewed March 16 2013, asev88, 46.048809, 14.508312, Castles
Tivoli Park, Reviewed May 4 2016, barsegh, 46.087688, 14.473920, Parks
Metelkova, Reviewed August 16 2011, asia t, 46.056568, 14.516992, Neighborhoods
Ljubljana Castle, Reviewed June 16 2015, ReidArnold, 46.048809, 14.508312, Castles
Dragon Bridge (Zmajski Most), Reviewed May 30 2014, RenatoSaragov, 46.052151, 14.510453, Bridges
River Ljubljanica Kanal, Reviewed February 22 2012, bognor, 46.050674, 14.505830, Bodies of Water
ZOO Ljubljana, Reviewed August 13 2016, aleskroflic, 46.054249, 14.471506, Zoos
Metelkova, Reviewed August 2 2016, WellTraveledNYer, 46.056568, 14.516992, Neighborhoods
Tivoli Park, Reviewed April 8 2012, sarah4000, 46.087688, 14.473920, Parks
Museum of Illusions - Ljubljana, Reviewed yesterday, gKiarag, 46.049751, 14.503541, Children's Museums
ZOO Ljubljana, Reviewed November 9 2016, tancikjut, 46.054249, 14.471506, Zoos
Triple Bridge (Tromostovje), Reviewed April 30 2012, Terry C, 46.051815, 14.506286, Bridges
Cooperative Business Bank, Reviewed May 4 2016, barsegh, 46.052742, 14.506805, Architectural Buildings
Ljubljana Castle, Reviewed August 31 2015, MelandSteve56, 46.048809, 14.508312, Castles
Modern Gallery (Moderna Galerija), Reviewed August 22 2017, frabia1963, 46.052994, 14.499060, Art Museums
National and University Library, Reviewed October 22 2016, parOFdice, 46.047668, 14.503983, Libraries
Triple Bridge (Tromostovje), Reviewed October 23 2014, Enrique C C, 46.051815, 14.506286, Bridges
Triple Bridge (Tromostovje), Reviewed June 30 2014, eva v, 46.051815, 14.506286, Bridges
Preseren Square, Reviewed January 1 2017, Windy94, 46.051296, 14.506147, Points of Interest & Landmarks
Ljubljana Castle, Reviewed May 16 2017, AnonymousVBG, 46.048809, 14.508312, Castles
Ljubljana Old Town, Reviewed May 21 2017, tanja784, 46.051033, 14.506317, Neighborhoods
Town Hall (Magistrat), Reviewed July 19 2014, Capricorn_n, 46.050060, 14.506863, Government Buildings
Ljubljana Castle Funicular, Reviewed January 4 2017, LucaVentrigliaTrip, 46.049046, 14.508827, Castles
Tourist Information Centre Ljubljana, Reviewed May 6 2016, markyparka, 46.051025, 14.506311, Visitor Centers
Triple Bridge (Tromostovje), Reviewed July 17 2016, Alvin K, 46.051815, 14.506286, Bridges
Dragon Bridge (Zmajski Most), Reviewed October 13 2016, kaviana14, 46.052151, 14.510453, Bridges
Metelkova, Reviewed April 4 2016, Maru�a A, 46.056568, 14.516992, Neighborhoods
Ljubljana Castle, Reviewed March 23 2014, sgitlin, 46.048809, 14.508312, Castles
Tivoli Park, Reviewed September 26 2017, tanja_wilking, 46.087688, 14.473920, Parks
Ljubljana Castle, Reviewed October 19 2015, Antonella G, 46.048809, 14.508312, Castles
Ljubljana Castle Funicular, Reviewed September 15 2015, sufly1978, 46.049046, 14.508827, Castles
River Ljubljanica Kanal, Reviewed March 16 2017, ???? ?, 46.050674, 14.505830, Bodies of Water
Ljubljana Old Town, Reviewed February 1 2016, Ladislav V, 46.051033, 14.506317, Neighborhoods
Ljubljana Old Town, Reviewed September 25 2016, wbl2745, 46.051033, 14.506317, Neighborhoods
Ljubljana Old Town, Reviewed January 3 2014, Stefano_88_Alba, 46.051033, 14.506317, Neighborhoods
Ljubljana Old Town, Reviewed March 27 2016, mirkek, 46.051033, 14.506317, Neighborhoods
River Ljubljanica Kanal, Reviewed November 17 2016, Borut B, 46.050674, 14.505830, Bodies of Water
Franciscan Church (Franciskanska cerkev), Reviewed November 23 2016, vanessakoh, 46.051380, 14.506208, Sacred & Religious Sites
Ljubljana Old Town, Reviewed July 6 2014, churroger, 46.051033, 14.506317, Neighborhoods
Ljubljana Old Town, Reviewed December 2 2015, Ojoaomarcos, 46.051033, 14.506317, Neighborhoods
Vodnik Square (Vodnikov trg), Reviewed December 31 2012, robi58, 46.051079, 14.509243, Monuments & Statues
Ljubljana Castle, Reviewed April 15 2016, Kathkiaora, 46.048809, 14.508312, Castles
Union Experience - Union Brewery, Reviewed July 10 2015, andreagartner, 46.059261, 14.499269, Breweries
Ljubljana Castle, Reviewed November 8 2016, robertwD7057IG, 46.048809, 14.508312, Castles
Ljubljana Old Town, Reviewed July 25 2016, Gaby G, 46.051033, 14.506317, Neighborhoods
Ljubljana Old Town, Reviewed September 7 2016, dstaples2016, 46.051033, 14.506317, Neighborhoods
Gornji Trg, Reviewed August 30 2017, SagarVS, 46.046570, 14.507704, Points of Interest & Landmarks
Ljubljana Castle Funicular, Reviewed August 19 2017, Davo815, 46.049046, 14.508827, Castles
Town Hall (Magistrat), Reviewed October 15 2016, Belinda C, 46.050060, 14.506863, Government Buildings
Mestni Trg, Reviewed December 31 2015, ricochet78, 46.049423, 14.506438, Points of Interest & Landmarks
Ljubljana Old Town, Reviewed November 2 2016, Emir_Bey_35, 46.051033, 14.506317, Neighborhoods
Minicity Ljubljana, Reviewed February 28 2017, Katja R, 46.067627, 14.541853, Theme Parks
Old Square (Stari trg), Reviewed June 5 2015, CarlosPampa, 46.047188, 14.507991, Points of Interest & Landmarks
Vodnik Square (Vodnikov trg), Reviewed August 19 2013, Angiot83, 46.051079, 14.509243, Monuments & Statues
Ljubljana Old Town, Reviewed August 15 2017, Massimiliano G, 46.051033, 14.506317, Neighborhoods
Triple Bridge (Tromostovje), Reviewed April 13 2016, ??? ?, 46.051815, 14.506286, Bridges
Ljubljana Old Town, Reviewed June 5 2013, KathrynandTerry, 46.051033, 14.506317, Neighborhoods
Ljubljana Castle, Reviewed June 25 2017, seppo N, 46.048809, 14.508312, Castles
Ljubljana Castle, Reviewed December 14 2015, Alexandra C, 46.048809, 14.508312, Castles
Dragon Bridge (Zmajski Most), Reviewed August 22 2015, Enzo-Karina, 46.052151, 14.510453, Bridges
Tivoli Park, Reviewed January 22 2015, sticknicklin, 46.087688, 14.473920, Parks
Union Experience - Union Brewery, Reviewed September 27 2017, Safarimangiare, 46.059261, 14.499269, Breweries
Ljubljana Old Town, Reviewed November 2 2016, Alexandre S, 46.051033, 14.506317, Neighborhoods
Dragon Bridge (Zmajski Most), Reviewed August 21 2016, PremekS, 46.052151, 14.510453, Bridges
Dragon Bridge (Zmajski Most), Reviewed August 11 2016, luisa1958, 46.052151, 14.510453, Bridges
Metelkova, Reviewed July 5 2014, Jonathan T, 46.056568, 14.516992, Neighborhoods
Ljubljana Old Town, Reviewed February 21 2017, Tan A, 46.051033, 14.506317, Neighborhoods
Triple Bridge (Tromostovje), Reviewed July 15 2016, VictoriaBrito, 46.051815, 14.506286, Bridges
Ljubljana Old Town, Reviewed December 23 2015, tanguito, 46.051033, 14.506317, Neighborhoods
Ljubljana Old Town, Reviewed January 29 2017, TAP100, 46.051033, 14.506317, Neighborhoods
Butcher's Bridge, Reviewed July 26 2014, Giuseppe976, 46.051743, 14.508775, Bridges
Ljubljana Castle, Reviewed July 29 2017, Alvise P, 46.048809, 14.508312, Castles
Shoemaker's Bridge (Cevljarski Most), Reviewed January 9 2016, Michael T, 46.048454, 14.505839, Bridges
Ljubljana Old Town, Reviewed April 1 2015, Marieke5, 46.051033, 14.506317, Neighborhoods
Tivoli Park, Reviewed June 8 2015, Oldjack, 46.087688, 14.473920, Parks
Triple Bridge (Tromostovje), Reviewed September 16 2017, pierre M, 46.051815, 14.506286, Bridges
River Ljubljanica Kanal, Reviewed May 4 2014, LucaT83, 46.050674, 14.505830, Bodies of Water
Cathedral of St. Nicholas (Stolnica Sv. Nikolaja), Reviewed August 10 2014, andrealaspezia_72, 46.050743, 14.508185, Sacred & Religious Sites
Mestni Trg, Reviewed November 5 2016, Rita_G_64, 46.049423, 14.506438, Points of Interest & Landmarks
Ljubljana Old Town, Reviewed February 13 2015, nyk1981, 46.051033, 14.506317, Neighborhoods
Ljubljana Old Town, Reviewed March 7 2016, LazyJun, 46.051033, 14.506317, Neighborhoods
Tivoli Park, Reviewed May 4 2014, Buffy1991, 46.087688, 14.473920, Parks
Ljubljana Castle, Reviewed August 20 2013, Malcontenta_12, 46.048809, 14.508312, Castles
Metelkova, Reviewed May 8 2015, Olga M, 46.056568, 14.516992, Neighborhoods
Cathedral of St. Nicholas (Stolnica Sv. Nikolaja), Reviewed January 17 2015, Rita_G_64, 46.050743, 14.508185, Sacred & Religious Sites
River Ljubljanica Kanal, Reviewed November 2 2014, Daniel192, 46.050674, 14.505830, Bodies of Water
River Ljubljanica Kanal, Reviewed September 16 2017, Marco_ocraM, 46.050674, 14.505830, Bodies of Water
Ljubljana Old Town, Reviewed November 1 2016, Laure I, 46.051033, 14.506317, Neighborhoods
Union Experience - Union Brewery, Reviewed August 12 2017, Helen W, 46.059261, 14.499269, Breweries
Ljubljana Old Town, Reviewed June 27 2017, Irene K, 46.051033, 14.506317, Neighborhoods
Ljubljana Castle Funicular, Reviewed May 18 2015, KanGurular, 46.049046, 14.508827, Castles
River Ljubljanica Kanal, Reviewed November 30 2016, Franco C, 46.050674, 14.505830, Bodies of Water
Ljubljana Castle, Reviewed June 23 2016, Athenator, 46.048809, 14.508312, Castles
ZOO Ljubljana, Reviewed July 30 2016, MeInTheClouds, 46.054249, 14.471506, Zoos
Opera, Reviewed December 12 2012, 16Martin, 46.052757, 14.500817, Operas
Ljubljana Old Town, Reviewed September 11 2016, Julio M, 46.051033, 14.506317, Neighborhoods
Ljubljana Castle Funicular, Reviewed October 31 2014, SergoRo, 46.049046, 14.508827, Castles
Ljubljana Castle, Reviewed September 12 2017, fantomasxmas, 46.048809, 14.508312, Castles
Snopc o' tecca, Reviewed June 23 2015, Mikaela N, 46.052231, 14.506470, Other Food & Drink
Ljubljana Old Town, Reviewed July 31 2015, Simone C, 46.051033, 14.506317, Neighborhoods
Triple Bridge (Tromostovje), Reviewed July 11 2017, Miha B, 46.051815, 14.506286, Bridges
Triple Bridge (Tromostovje), Reviewed November 25 2015, gianluigicastriconi, 46.051815, 14.506286, Bridges
Union Experience - Union Brewery, Reviewed July 5 2017, baryTW, 46.059261, 14.499269, Breweries
Ljubljana Old Town, Reviewed May 2 2016, europebyfoot87, 46.051033, 14.506317, Neighborhoods
Dragon Bridge (Zmajski Most), Reviewed January 8 2016, JurijKobal, 46.052151, 14.510453, Bridges
Ljubljana Castle, Reviewed April 14 2017, Igor_Luanne, 46.048809, 14.508312, Castles
Ljubljana Castle, Reviewed September 25 2015, fadifolan, 46.048809, 14.508312, Castles
Cathedral of St. Nicholas (Stolnica Sv. Nikolaja), Reviewed April 29 2017, Ingeborg56, 46.050743, 14.508185, Sacred & Religious Sites
Metelkova, Reviewed July 9 2015, StefanSalej, 46.056568, 14.516992, Neighborhoods
Dragon Bridge (Zmajski Most), Reviewed April 16 2014, JazzzSay, 46.052151, 14.510453, Bridges
Tourist Information Centre Ljubljana, Reviewed April 16 2017, janapremrou, 46.051025, 14.506311, Visitor Centers
Ljubljana Castle, Reviewed October 13 2016, kaviana14, 46.048809, 14.508312, Castles
Triple Bridge (Tromostovje), Reviewed April 14 2017, jamminjudy, 46.051815, 14.506286, Bridges
Triple Bridge (Tromostovje), Reviewed January 4 2017, LucaVentrigliaTrip, 46.051815, 14.506286, Bridges
Franciscan Church (Franciskanska cerkev), Reviewed April 27 2017, ????? ?, 46.051380, 14.506208, Sacred & Religious Sites
Ljubljana Castle, Reviewed September 1 2015, ZMOJ, 46.048809, 14.508312, Castles
Triple Bridge (Tromostovje), Reviewed October 6 2013, SuperFamilyRoma, 46.051815, 14.506286, Bridges
Ljubljana Old Town, Reviewed August 26 2015, vaxy79, 46.051033, 14.506317, Neighborhoods
Triple Bridge (Tromostovje), Reviewed July 11 2016, r0bert062, 46.051815, 14.506286, Bridges
Dragon Bridge (Zmajski Most), Reviewed December 29 2016, bianca l, 46.052151, 14.510453, Bridges
