title, date, username, lat, lng, description
Ljubljana Castle, Reviewed April 22 2015, ronib733, 46.048809, 14.508312, Castles
Ljubljana Castle Funicular, Reviewed June 6 2017, Laura G, 46.049046, 14.508827, Castles
Ljubljana Castle, Reviewed March 9 2013, Fabiola M, 46.048809, 14.508312, Castles
Ljubljana Castle, Reviewed January 1 2016, JurijKobal, 46.048809, 14.508312, Castles
Preseren Square, Reviewed May 30 2017, zano59, 46.051296, 14.506147, Points of Interest & Landmarks
Ljubljana Old Town, Reviewed September 11 2017, ??????? ?, 46.051033, 14.506317, Neighborhoods
Krizevniska ulica, Reviewed January 3 2016, gianfranco g, 46.046440, 14.504530, Points of Interest & Landmarks
Ljubljana Castle, Reviewed July 11 2017, Louis X, 46.048809, 14.508312, Castles
Triple Bridge (Tromostovje), Reviewed September 29 2015, Cristina M, 46.051815, 14.506286, Bridges
Sava River, Reviewed May 2 2017, Matteo P, 46.051270, 14.503070, Bodies of Water
Ljubljana Castle, Reviewed October 10 2016, Mamecai, 46.048809, 14.508312, Castles
Ljubljana Castle, Reviewed June 6 2014, MarcioEstrela, 46.048809, 14.508312, Castles
Ljubljana Castle, Reviewed August 19 2016, yodanet, 46.048809, 14.508312, Castles
Museum of Puppetry, Reviewed May 1 2017, Emanuel D, 46.049046, 14.508382, Art Museums
Tourist Information Centre Ljubljana, Reviewed July 10 2016, ChrisKenyon136, 46.051025, 14.506311, Visitor Centers
Ljubljana Castle, Reviewed January 6 2017, Silvestro75, 46.048809, 14.508312, Castles
Town Hall (Magistrat), Reviewed May 29 2017, TerraBellaTravel, 46.050060, 14.506863, Government Buildings
ZOO Ljubljana, Reviewed February 23 2015, AnyaCrow, 46.054249, 14.471506, Zoos
Tivoli Park, Reviewed January 8 2016, Simone M, 46.087688, 14.473920, Parks
Ljubljana Castle Funicular, Reviewed June 30 2015, LAM487, 46.049046, 14.508827, Castles
Ljubljana Castle, Reviewed October 4 2013, Josepuch, 46.048809, 14.508312, Castles
Ljubljana Castle, Reviewed May 14 2016, Sebewel, 46.048809, 14.508312, Castles
Dragon Bridge (Zmajski Most), Reviewed March 27 2016, Mai N, 46.052151, 14.510453, Bridges
Hauptmannova Hisa, Reviewed October 28 2015, Troghil, 46.051514, 14.505887, Architectural Buildings
Slovenian Philharmonic Hall (Slovenska Filharmonija), Reviewed August 2 2014, J�r�mie M, 46.049671, 14.504570, Architectural Buildings
Ljubljana Castle, Reviewed May 16 2017, Warren D, 46.048809, 14.508312, Castles
Ljubljana Castle, Reviewed February 18 2016, Keee-eee, 46.048809, 14.508312, Castles
Ljubljana Old Town, Reviewed August 7 2013, KrisztaHelsinki, 46.051033, 14.506317, Neighborhoods
Hauptmannova Hisa, Reviewed September 28 2017, RSarkari6, 46.051514, 14.505887, Architectural Buildings
Cankarjevo nabrezje, Reviewed December 24 2016, KGB777, 46.049709, 14.505584, Historic Walking Areas
Tivoli Park, Reviewed January 7 2016, SalvoS_88, 46.087688, 14.473920, Parks
Ljubljana Old Town, Reviewed October 13 2016, jgoldgar0, 46.051033, 14.506317, Neighborhoods
National and University Library, Reviewed September 21 2016, 0verTheW0rld, 46.047668, 14.503983, Libraries
Triple Bridge (Tromostovje), Reviewed October 5 2014, Chriss9042013, 46.051815, 14.506286, Bridges
River Ljubljanica Kanal, Reviewed July 23 2017, Anne S, 46.050674, 14.505830, Bodies of Water
Ljubljana Castle, Reviewed July 20 2015, Andrew S, 46.048809, 14.508312, Castles
Ljubljana Castle Funicular, Reviewed March 11 2016, h4unted, 46.049046, 14.508827, Castles
Sts. Cyril and Methodius Church, Reviewed September 1 2016, Piotr M, 46.053848, 14.499300, Churches & Cathedrals
Ljubljana Old Town, Reviewed May 12 2013, Isabel A, 46.051033, 14.506317, Neighborhoods
Triple Bridge (Tromostovje), Reviewed August 25 2017, 1John51415, 46.051815, 14.506286, Bridges
Triple Bridge (Tromostovje), Reviewed August 15 2013, giacomoPG, 46.051815, 14.506286, Bridges
Mestni Trg, Reviewed September 9 2015, MoDa68, 46.049423, 14.506438, Points of Interest & Landmarks
Metelkova, Reviewed October 2 2017, Marco P, 46.056568, 14.516992, Neighborhoods
Tivoli Park, Reviewed December 3 2014, Kanoni C, 46.087688, 14.473920, Parks
Shoemaker's Bridge (Cevljarski Most), Reviewed June 4 2015, CarlosPampa, 46.048454, 14.505839, Bridges
Congress Square (Kongresni trg), Reviewed December 28 2016, Miha P, 46.050247, 14.503598, Parks
Ljubljana Old Town, Reviewed October 11 2016, RobertoM844, 46.051033, 14.506317, Neighborhoods
Ljubljana Old Town, Reviewed July 27 2017, Chris R, 46.051033, 14.506317, Neighborhoods
Preseren Square, Reviewed March 18 2017, SimplyDrapi, 46.051296, 14.506147, Points of Interest & Landmarks
Ljubljana Castle, Reviewed December 11 2014, jean claude m, 46.048809, 14.508312, Castles
Minicity Ljubljana, Reviewed March 4 2017, barbarahatta, 46.067627, 14.541853, Theme Parks
Metelkova, Reviewed July 19 2017, Pascal D, 46.056568, 14.516992, Neighborhoods
National and University Library, Reviewed 1 week ago, gicadelo, 46.047668, 14.503983, Libraries
Ljubljana Castle, Reviewed July 25 2015, Frederik D, 46.048809, 14.508312, Castles
Dragon Bridge (Zmajski Most), Reviewed September 2 2017, Reiselust1970, 46.052151, 14.510453, Bridges
Ljubljana Old Town, Reviewed August 9 2014, Sonny & Cher, 46.051033, 14.506317, Neighborhoods
Metelkova, Reviewed November 28 2016, Aine R, 46.056568, 14.516992, Neighborhoods
National Museum of Contemporary History (Muzej Novejse Zgodovine Slovenije), Reviewed August 18 2013, Gaby96, 46.059364, 14.495503, History Museums
Ljubljana Castle Funicular, Reviewed April 13 2016, ruzha2014, 46.049046, 14.508827, Castles
Ljubljana Castle Funicular, Reviewed March 25 2015, jambolaja, 46.049046, 14.508827, Castles
Ljubljana Castle Funicular, Reviewed December 18 2015, mulika, 46.049046, 14.508827, Castles
Gornji Trg, Reviewed May 1 2016, Aleksandar S, 46.046570, 14.507704, Points of Interest & Landmarks
Union Experience - Union Brewery, Reviewed August 23 2017, H�l?ne S, 46.059261, 14.499269, Breweries
Ljubljana Castle, Reviewed June 22 2015, Zuribob, 46.048809, 14.508312, Castles
Triple Bridge (Tromostovje), Reviewed January 30 2016, pradip b, 46.051815, 14.506286, Bridges
Gornji Trg, Reviewed August 4 2015, Ana L, 46.046570, 14.507704, Points of Interest & Landmarks
Triple Bridge (Tromostovje), Reviewed November 9 2016, Jedai79, 46.051815, 14.506286, Bridges
River Ljubljanica Kanal, Reviewed August 17 2015, Johnny M, 46.050674, 14.505830, Bodies of Water
Ljubljana Old Town, Reviewed August 24 2016, Rosa D, 46.051033, 14.506317, Neighborhoods
Tivoli Park, Reviewed 5 days ago, DebenDavey, 46.087688, 14.473920, Parks
Vodnik Square (Vodnikov trg), Reviewed June 9 2015, Rebby2014, 46.051079, 14.509243, Monuments & Statues
Ljubljana Old Town, Reviewed August 4 2015, freedomofchoise, 46.051033, 14.506317, Neighborhoods
Old Square (Stari trg), Reviewed May 26 2017, vidhusagar, 46.047188, 14.507991, Points of Interest & Landmarks
Skuc Gallery, Reviewed June 10 2017, Rita_G_64, 46.047009, 14.506730, Art Galleries
Vodnik Square (Vodnikov trg), Reviewed September 6 2017, 71CitroenDriver, 46.051079, 14.509243, Monuments & Statues
Ljubljana Castle, Reviewed December 21 2013, J0hal, 46.048809, 14.508312, Castles
Butcher's Bridge, Reviewed November 22 2015, michaelfausttravogal, 46.051743, 14.508775, Bridges
Ljubljana Castle Funicular, Reviewed March 17 2016, Lorenzo B, 46.049046, 14.508827, Castles
Skyscraper (Neboticnik), Reviewed April 17 2017, PetLeb, 46.053196, 14.503623, Architectural Buildings
Metelkova, Reviewed September 6 2016, Mohamed_Tatawit, 46.056568, 14.516992, Neighborhoods
Triple Bridge (Tromostovje), Reviewed August 27 2017, florisq, 46.051815, 14.506286, Bridges
Ljubljana Old Town, Reviewed March 7 2014, exclea, 46.051033, 14.506317, Neighborhoods
Skyscraper (Neboticnik), Reviewed February 14 2016, Miha P, 46.053196, 14.503623, Architectural Buildings
River Ljubljanica Kanal, Reviewed March 19 2016, Cl�ment L, 46.050674, 14.505830, Bodies of Water
Dragon Bridge (Zmajski Most), Reviewed January 2 2016, ValeeClaudio, 46.052151, 14.510453, Bridges
Preseren Square, Reviewed September 15 2016, Enomis21878, 46.051296, 14.506147, Points of Interest & Landmarks
Ljubljana Castle, Reviewed October 12 2015, Beatriz09, 46.048809, 14.508312, Castles
Ljubljana Castle, Reviewed May 17 2016, CWA810, 46.048809, 14.508312, Castles
Ljubljana Old Town, Reviewed September 1 2016, Danilo A, 46.051033, 14.506317, Neighborhoods
River Ljubljanica Kanal, Reviewed May 6 2013, riccardo_tedeschi, 46.050674, 14.505830, Bodies of Water
Dragon Bridge (Zmajski Most), Reviewed June 16 2016, 75lucv, 46.052151, 14.510453, Bridges
Ljubljana Old Town, Reviewed October 10 2014, charles o, 46.051033, 14.506317, Neighborhoods
Dragon Bridge (Zmajski Most), Reviewed August 9 2017, Maik R, 46.052151, 14.510453, Bridges
Triple Bridge (Tromostovje), Reviewed July 9 2017, pokerface78, 46.051815, 14.506286, Bridges
Ljubljana Castle, Reviewed January 13 2017, Amy B, 46.048809, 14.508312, Castles
Ljubljana Castle, Reviewed September 17 2017, Pat D, 46.048809, 14.508312, Castles
Ljubljana Old Town, Reviewed September 13 2017, TheNike, 46.051033, 14.506317, Neighborhoods
Snopc o' tecca, Reviewed July 13 2013, mick o, 46.052231, 14.506470, Other Food & Drink
Butcher's Bridge, Reviewed 1 week ago, olegkrylov, 46.051743, 14.508775, Bridges
Ljubljana Old Town, Reviewed 5 days ago, Rujapong P, 46.051033, 14.506317, Neighborhoods
Path of Remembrance and Comradeship, Reviewed March 23 2016, izi f, 46.051270, 14.503070, Hiking Trails
Ljubljana Castle, Reviewed October 21 2016, A TripAdvisor Member, 46.048809, 14.508312, Castles
Dragon Bridge (Zmajski Most), Reviewed September 15 2017, Kat T, 46.052151, 14.510453, Bridges
Ljubljana Castle Funicular, Reviewed June 26 2015, MariaDoCarmoQuirino, 46.049046, 14.508827, Castles
Old Square (Stari trg), Reviewed December 24 2016, KGB777, 46.047188, 14.507991, Points of Interest & Landmarks
Triple Bridge (Tromostovje), Reviewed August 17 2014, Daupo, 46.051815, 14.506286, Bridges
Triple Bridge (Tromostovje), Reviewed August 29 2015, 2WorldTrip, 46.051815, 14.506286, Bridges
Ljubljana Old Town, Reviewed October 13 2015, r0se9622015, 46.051033, 14.506317, Neighborhoods
Museum of Illusions - Ljubljana, Reviewed August 10 2017, tamarander, 46.049751, 14.503541, Children's Museums
Ljubljana Old Town, Reviewed December 9 2016, ifota, 46.051033, 14.506317, Neighborhoods
Ljubljana Old Town, Reviewed July 12 2014, rudibroos, 46.051033, 14.506317, Neighborhoods
Ljubljana Old Town, Reviewed June 10 2012, lanny18, 46.051033, 14.506317, Neighborhoods
Dragon Bridge (Zmajski Most), Reviewed June 1 2012, pperrin, 46.052151, 14.510453, Bridges
Ljubljana Old Town, Reviewed June 27 2016, Mats A, 46.051033, 14.506317, Neighborhoods
Tivoli Park, Reviewed July 21 2015, RobL85, 46.087688, 14.473920, Parks
Ljubljana Castle, Reviewed December 29 2015, Damaso56, 46.048809, 14.508312, Castles
Dragon Bridge (Zmajski Most), Reviewed September 18 2016, Vyoma S, 46.052151, 14.510453, Bridges
Ljubljana Old Town, Reviewed November 4 2013, mvsampaio, 46.051033, 14.506317, Neighborhoods
Tivoli Park, Reviewed July 19 2016, Becsandcaz, 46.087688, 14.473920, Parks
Ljubljana Castle, Reviewed September 15 2015, Daunrussell, 46.048809, 14.508312, Castles
Slovenian Philharmonic Hall (Slovenska Filharmonija), Reviewed November 14 2016, Clementina A, 46.049671, 14.504570, Architectural Buildings
Cathedral of St. Nicholas (Stolnica Sv. Nikolaja), Reviewed November 25 2016, WanderfullExplorer, 46.050743, 14.508185, Sacred & Religious Sites
Ljubljana Castle, Reviewed May 1 2017, David C, 46.048809, 14.508312, Castles
Butcher's Bridge, Reviewed January 19 2017, mariocommissario, 46.051743, 14.508775, Bridges
Technical Museum of Slovenia, Reviewed January 12 2015, RonM1959, 45.946541, 14.332380, Specialty Museums
Triple Bridge (Tromostovje), Reviewed October 13 2016, Miloje M, 46.051815, 14.506286, Bridges
Butcher's Bridge, Reviewed June 23 2017, Lady B, 46.051743, 14.508775, Bridges
Ljubljana Castle, Reviewed August 13 2015, Carla P, 46.048809, 14.508312, Castles
Cathedral of St. Nicholas (Stolnica Sv. Nikolaja), Reviewed October 4 2015, Lenise B, 46.050743, 14.508185, Sacred & Religious Sites
Skyscraper (Neboticnik), Reviewed August 23 2015, Fabienne G, 46.053196, 14.503623, Architectural Buildings
Triple Bridge (Tromostovje), Reviewed July 26 2016, bovanhoof, 46.051815, 14.506286, Bridges
Ljubljana Castle, Reviewed January 5 2016, A TripAdvisor Member, 46.048809, 14.508312, Castles
Preseren Square, Reviewed July 1 2016, Vasiliy M, 46.051296, 14.506147, Points of Interest & Landmarks
Ljubljana Old Town, Reviewed December 31 2014, Rafa P, 46.051033, 14.506317, Neighborhoods
Dragon Bridge (Zmajski Most), Reviewed September 17 2013, Xavier_Lleida_88, 46.052151, 14.510453, Bridges
Ljubljana Castle, Reviewed February 18 2017, Raul C, 46.048809, 14.508312, Castles
Shoemaker's Bridge (Cevljarski Most), Reviewed June 19 2014, Wombat999, 46.048454, 14.505839, Bridges
Mestni Trg, Reviewed September 19 2015, Brenton K, 46.049423, 14.506438, Points of Interest & Landmarks
Franciscan Church (Franciskanska cerkev), Reviewed August 2 2014, J�r�mie M, 46.051380, 14.506208, Sacred & Religious Sites
Ljubljana Castle, Reviewed July 28 2016, chris_reist_herum, 46.048809, 14.508312, Castles
Ljubljana Old Town, Reviewed November 9 2016, SusieA111, 46.051033, 14.506317, Neighborhoods
Dragon Bridge (Zmajski Most), Reviewed January 9 2017, Marco I, 46.052151, 14.510453, Bridges
Ljubljana Old Town, Reviewed December 22 2015, Delecticus W, 46.051033, 14.506317, Neighborhoods
Franciscan Church (Franciskanska cerkev), Reviewed October 3 2017, Jalal I, 46.051380, 14.506208, Sacred & Religious Sites
Vodnik Square (Vodnikov trg), Reviewed March 14 2015, Airishtokyo, 46.051079, 14.509243, Monuments & Statues
Ljubljana Old Town, Reviewed November 14 2015, ncr1jmj, 46.051033, 14.506317, Neighborhoods
Railway Museum, Reviewed January 14 2016, KONSTANTINA P, 46.062695, 14.502625, Specialty Museums
Tivoli Park, Reviewed March 27 2017, sinisa1990, 46.087688, 14.473920, Parks
Ljubljana Old Town, Reviewed October 5 2015, Bob_Alex, 46.051033, 14.506317, Neighborhoods
Ljubljana Old Town, Reviewed May 4 2016, KazNsw, 46.051033, 14.506317, Neighborhoods
Town Hall (Magistrat), Reviewed June 28 2016, Holstenkid, 46.050060, 14.506863, Government Buildings
Ljubljana Castle, Reviewed May 5 2016, mickfromoz, 46.048809, 14.508312, Castles
Ljubljana Castle, Reviewed July 8 2016, Steve B, 46.048809, 14.508312, Castles
Ljubljana Castle, Reviewed August 22 2013, Marco T, 46.048809, 14.508312, Castles
Ljubljana Castle, Reviewed June 24 2016, Raymushka, 46.048809, 14.508312, Castles
Preseren Square, Reviewed April 28 2013, Giampi74, 46.051296, 14.506147, Points of Interest & Landmarks
Dragon Bridge (Zmajski Most), Reviewed March 2 2016, Se�n F, 46.052151, 14.510453, Bridges
St Florian's Church, Reviewed November 21 2014, DeboraN739, 46.046329, 14.508160, Churches & Cathedrals
Tivoli Park, Reviewed September 13 2016, Marialuisa18, 46.087688, 14.473920, Parks
Ljubljana Castle, Reviewed July 12 2016, Julian J, 46.048809, 14.508312, Castles
Butcher's Bridge, Reviewed July 29 2015, Aleksander L, 46.051743, 14.508775, Bridges
Triple Bridge (Tromostovje), Reviewed May 26 2015, tfizzle, 46.051815, 14.506286, Bridges
Gornji Trg, Reviewed December 20 2015, izi f, 46.046570, 14.507704, Points of Interest & Landmarks
Ljubljana Castle, Reviewed December 25 2016, tuilafirmo, 46.048809, 14.508312, Castles
Ljubljana Old Town, Reviewed September 9 2016, emktaylor, 46.051033, 14.506317, Neighborhoods
Ljubljana Castle, Reviewed April 9 2017, PaulaJC56, 46.048809, 14.508312, Castles
Museum of Contemporary Art Metelkova (MSUM), Reviewed December 30 2014, r0mandavyd0v, 46.055580, 14.516952, Art Museums
Fountain of Three Carniolan Rivers (Vodnjak treh kranjskih rek), Reviewed February 8 2016, pontan420, 46.050117, 14.506958, Fountains
Dragon Bridge (Zmajski Most), Reviewed November 9 2016, petrrautik, 46.052151, 14.510453, Bridges
Tivoli Park, Reviewed July 13 2017, Tufus92, 46.087688, 14.473920, Parks
Ljubljana Old Town, Reviewed April 18 2013, Anna N, 46.051033, 14.506317, Neighborhoods
Preseren Square, Reviewed September 6 2016, henry762015, 46.051296, 14.506147, Points of Interest & Landmarks
Ljubljana Castle, Reviewed July 8 2016, happina, 46.048809, 14.508312, Castles
Railway Museum, Reviewed April 26 2015, Tim B, 46.062695, 14.502625, Specialty Museums
Triple Bridge (Tromostovje), Reviewed September 9 2015, Vasilero T, 46.051815, 14.506286, Bridges
Ljubljana Old Town, Reviewed August 27 2016, MARCIAMAG, 46.051033, 14.506317, Neighborhoods
Dragon Bridge (Zmajski Most), Reviewed May 6 2012, fabiof_italy, 46.052151, 14.510453, Bridges
Tivoli Park, Reviewed May 30 2015, JonR7, 46.087688, 14.473920, Parks
Ljubljana Castle Funicular, Reviewed March 14 2015, Airishtokyo, 46.049046, 14.508827, Castles
Ljubljana Castle, Reviewed January 7 2013, JustPoggioaCaiano, 46.048809, 14.508312, Castles
Ljubljana Castle, Reviewed October 6 2013, NH_Joe, 46.048809, 14.508312, Castles
Preseren Square, Reviewed February 5 2015, ?????, 46.051296, 14.506147, Points of Interest & Landmarks
Ljubljana Old Town, Reviewed September 27 2015, oakleywasagaming, 46.051033, 14.506317, Neighborhoods
Sts. Cyril and Methodius Church, Reviewed January 6 2016, jbuz92, 46.053848, 14.499300, Churches & Cathedrals
Retro swimming pool Ilirija, Reviewed July 20 2016, DocVacances, 46.056267, 14.500383, Water Parks
Ljubljana Castle, Reviewed January 22 2012, Smudgersmith1, 46.048809, 14.508312, Castles
Cankarjevo nabrezje, Reviewed January 6 2016, tradIndy, 46.049709, 14.505584, Historic Walking Areas
Ljubljana Castle, Reviewed July 25 2016, AbrahamLevin, 46.048809, 14.508312, Castles
River Ljubljanica Kanal, Reviewed August 24 2016, hbg100, 46.050674, 14.505830, Bodies of Water
Cathedral of St. Nicholas (Stolnica Sv. Nikolaja), Reviewed May 29 2017, Javier C, 46.050743, 14.508185, Sacred & Religious Sites
Museum of Illusions - Ljubljana, Reviewed July 11 2017, Asa S, 46.049751, 14.503541, Children's Museums
Cathedral of St. Nicholas (Stolnica Sv. Nikolaja), Reviewed August 19 2013, CrosbyFieldsS, 46.050743, 14.508185, Sacred & Religious Sites
Ljubljana Castle, Reviewed June 25 2012, gulliversmate, 46.048809, 14.508312, Castles
ZOO Ljubljana, Reviewed January 29 2016, demiane, 46.054249, 14.471506, Zoos
River Ljubljanica Kanal, Reviewed August 8 2013, Vladmyr L, 46.050674, 14.505830, Bodies of Water
Dragon Bridge (Zmajski Most), Reviewed December 5 2016, LazyJun, 46.052151, 14.510453, Bridges
